Unnamed: 0,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
11,19,Liu Yanhan ,OH,0,0,0,0,,CHN,RECEPTION,3,21,11874,0.0
12,22,Duan Fang ,OH,0,1,9,10,-10.0,CHN,RECEPTION,3,21,11874,0.0
0,7,Baladin Hande ,OH,7,0,13,20,35.0,TUR,RECEPTION,0,0,11874,
1,10,Aykac Altıntaş Ayca ,L,6,2,10,18,22.22,TUR,RECEPTION,0,0,11874,
2,9,Diken Meliha ,O,4,3,8,15,6.67,TUR,RECEPTION,0,0,11874,
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,RECEPTION,0,0,11874,
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,0,0,11874,
5,4,Ivegin Tugba ,OH,0,0,3,3,0.0,TUR,RECEPTION,0,0,11874,
6,5,Ercan Seyma ,OH,0,0,0,0,,TUR,RECEPTION,0,0,11874,
7,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,0,0,11874,
8,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,0,0,11874,
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,0,0,11874,
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,0,0,11874,
11,14,Erdem Dündar Eda (C),MB,0,0,1,1,0.0,TUR,RECEPTION,0,0,11874,
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,0,0,11874,
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,0,0,11874,
0,7,Baladin Hande ,OH,3,0,4,7,42.86,TUR,RECEPTION,1,25,11874,1.0
1,9,Diken Meliha ,O,1,0,1,2,50.0,TUR,RECEPTION,1,25,11874,1.0
2,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
3,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
4,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
5,5,Ercan Seyma ,OH,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
6,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
7,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
8,10,Aykac Altıntaş Ayca ,L,0,2,2,4,-50.0,TUR,RECEPTION,1,25,11874,1.0
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
11,14,Erdem Dündar Eda (C),MB,0,0,1,1,0.0,TUR,RECEPTION,1,25,11874,1.0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,1,25,11874,1.0
0,7,Baladin Hande ,OH,2,0,5,7,28.57,TUR,RECEPTION,2,25,11874,1.0
1,10,Aykac Altıntaş Ayca ,L,2,0,5,7,28.57,TUR,RECEPTION,2,25,11874,1.0
2,9,Diken Meliha ,O,1,2,4,7,-14.29,TUR,RECEPTION,2,25,11874,1.0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
5,4,Ivegin Tugba ,OH,0,0,3,3,0.0,TUR,RECEPTION,2,25,11874,1.0
6,5,Ercan Seyma ,OH,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
7,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
8,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,2,25,11874,1.0
0,10,Aykac Altıntaş Ayca ,L,4,0,3,7,57.14,TUR,RECEPTION,3,25,11874,1.0
1,7,Baladin Hande ,OH,2,0,4,6,33.33,TUR,RECEPTION,3,25,11874,1.0
2,9,Diken Meliha ,O,2,1,3,6,16.67,TUR,RECEPTION,3,25,11874,1.0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
5,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
6,5,Ercan Seyma ,OH,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
7,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
8,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,3,25,11874,1.0
0,8,Stenzel Maria ,L,14,1,11,26,50.0,POL,RECEPTION,0,0,11875,
1,88,Gorecka Zuzanna ,OH,13,4,24,41,21.95,POL,RECEPTION,0,0,11875,
2,11,Lukasik Martyna ,OH,3,1,16,20,10.0,POL,RECEPTION,0,0,11875,
3,1,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,0,0,11875,
4,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,1,1,0.0,POL,RECEPTION,0,0,11875,
5,5,Korneluk Agnieszka (C),MB,0,0,0,0,,POL,RECEPTION,0,0,11875,
6,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,0,0,11875,
7,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,0,0,11875,
8,19,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,0,0,11875,
9,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,0,0,11875,
10,21,Druzkowska Karolina ,OH,0,0,0,0,,POL,RECEPTION,0,0,11875,
11,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,0,0,11875,
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,0,0,11875,
13,78,Gryka Aleksandra ,MB,0,0,0,0,,POL,RECEPTION,0,0,11875,
0,88,Gorecka Zuzanna ,OH,4,0,6,10,40.0,POL,RECEPTION,1,25,11875,1.0
1,8,Stenzel Maria ,L,2,0,2,4,50.0,POL,RECEPTION,1,25,11875,1.0
2,11,Lukasik Martyna ,OH,1,0,3,4,25.0,POL,RECEPTION,1,25,11875,1.0
3,1,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
4,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
5,5,Korneluk Agnieszka (C),MB,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
6,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
7,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
8,19,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
9,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
10,21,Druzkowska Karolina ,OH,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
11,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
13,78,Gryka Aleksandra ,MB,0,0,0,0,,POL,RECEPTION,1,25,11875,1.0
0,88,Gorecka Zuzanna ,OH,3,2,9,14,7.14,POL,RECEPTION,2,22,11875,0.0
1,8,Stenzel Maria ,L,2,0,2,4,50.0,POL,RECEPTION,2,22,11875,0.0
2,11,Lukasik Martyna ,OH,1,0,3,4,25.0,POL,RECEPTION,2,22,11875,0.0
3,1,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
4,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,1,1,0.0,POL,RECEPTION,2,22,11875,0.0
5,5,Korneluk Agnieszka (C),MB,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
6,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
7,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
8,19,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
9,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
10,21,Druzkowska Karolina ,OH,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
11,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
13,78,Gryka Aleksandra ,MB,0,0,0,0,,POL,RECEPTION,2,22,11875,0.0
0,8,Stenzel Maria ,L,6,0,4,10,60.0,POL,RECEPTION,3,26,11875,0.0
1,88,Gorecka Zuzanna ,OH,4,1,4,9,33.33,POL,RECEPTION,3,26,11875,0.0
2,11,Lukasik Martyna ,OH,1,0,6,7,14.29,POL,RECEPTION,3,26,11875,0.0
3,1,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
4,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
5,5,Korneluk Agnieszka (C),MB,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
6,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
7,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
8,19,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
9,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
10,21,Druzkowska Karolina ,OH,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
11,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
13,78,Gryka Aleksandra ,MB,0,0,0,0,,POL,RECEPTION,3,26,11875,0.0
0,8,Stenzel Maria ,L,4,1,3,8,37.5,POL,RECEPTION,4,21,11875,0.0
1,88,Gorecka Zuzanna ,OH,2,1,5,8,12.5,POL,RECEPTION,4,21,11875,0.0
2,1,Nowicka Julia ,S,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
4,5,Korneluk Agnieszka (C),MB,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
5,9,Stysiak Magdalena ,O,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
6,11,Lukasik Martyna ,OH,0,1,4,5,-20.0,POL,RECEPTION,4,21,11875,0.0
7,13,Jagla Monika ,L,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
8,19,Fedusio Monika ,OH,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
9,20,Czyrnianska Martyna ,OH,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
10,21,Druzkowska Karolina ,OH,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
11,27,Łazowska Martyna ,S,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
13,78,Gryka Aleksandra ,MB,0,0,0,0,,POL,RECEPTION,4,21,11875,0.0
0,5,Castillo Brenda ,L,6,1,7,14,35.71,DOM,RECEPTION,0,0,11875,
1,18,De La Cruz De Peña Bethania ,OH,4,1,20,25,12.0,DOM,RECEPTION,0,0,11875,
2,14,Rivera Brens Prisilla (C),OH,2,3,33,38,-2.63,DOM,RECEPTION,0,0,11875,
3,16,Peña Isabel Yonkaira Paola ,OH,2,0,6,8,25.0,DOM,RECEPTION,0,0,11875,
4,1,Vargas Valdez Annerys Victoria ,MB,0,0,0,0,,DOM,RECEPTION,0,0,11875,
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,0,0,11875,
6,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,0,0,11875,
7,7,Marte Frica Niverka Dharlenis ,S,0,0,0,0,,DOM,RECEPTION,0,0,11875,
8,11,Rodriguez Marifranchi ,MB,0,0,0,0,,DOM,RECEPTION,0,0,11875,
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,0,0,11875,
10,20,Martinez Brayelin Elizabeth ,OH,0,0,1,1,0.0,DOM,RECEPTION,0,0,11875,
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,0,0,11875,
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,0,0,11875,
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,0,0,11875,
0,5,Castillo Brenda ,L,2,0,2,4,50.0,DOM,RECEPTION,1,22,11875,0.0
1,1,Vargas Valdez Annerys Victoria ,MB,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
2,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
3,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
4,7,Marte Frica Niverka Dharlenis ,S,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
5,11,Rodriguez Marifranchi ,MB,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
6,14,Rivera Brens Prisilla (C),OH,0,2,9,11,-18.18,DOM,RECEPTION,1,22,11875,0.0
7,16,Peña Isabel Yonkaira Paola ,OH,0,0,2,2,0.0,DOM,RECEPTION,1,22,11875,0.0
8,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
9,18,De La Cruz De Peña Bethania ,OH,0,0,6,6,0.0,DOM,RECEPTION,1,22,11875,0.0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,1,22,11875,0.0
0,5,Castillo Brenda ,L,1,1,1,3,0.0,DOM,RECEPTION,2,25,11875,1.0
1,16,Peña Isabel Yonkaira Paola ,OH,1,0,0,1,100.0,DOM,RECEPTION,2,25,11875,1.0
2,1,Vargas Valdez Annerys Victoria ,MB,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
3,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
4,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
5,7,Marte Frica Niverka Dharlenis ,S,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
6,11,Rodriguez Marifranchi ,MB,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
7,14,Rivera Brens Prisilla (C),OH,0,1,7,8,-12.5,DOM,RECEPTION,2,25,11875,1.0
8,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
9,18,De La Cruz De Peña Bethania ,OH,0,1,6,7,-14.29,DOM,RECEPTION,2,25,11875,1.0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,2,25,11875,1.0
0,5,Castillo Brenda ,L,2,0,2,4,50.0,DOM,RECEPTION,3,28,11875,1.0
1,18,De La Cruz De Peña Bethania ,OH,2,0,3,5,40.0,DOM,RECEPTION,3,28,11875,1.0
2,14,Rivera Brens Prisilla (C),OH,1,0,10,11,9.09,DOM,RECEPTION,3,28,11875,1.0
3,1,Vargas Valdez Annerys Victoria ,MB,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
4,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
5,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
6,7,Marte Frica Niverka Dharlenis ,S,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
7,11,Rodriguez Marifranchi ,MB,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
8,16,Peña Isabel Yonkaira Paola ,OH,0,0,2,2,0.0,DOM,RECEPTION,3,28,11875,1.0
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,1,1,0.0,DOM,RECEPTION,3,28,11875,1.0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,3,28,11875,1.0
0,18,De La Cruz De Peña Bethania ,OH,2,0,5,7,28.57,DOM,RECEPTION,4,25,11875,1.0
1,5,Castillo Brenda ,L,1,0,2,3,33.33,DOM,RECEPTION,4,25,11875,1.0
2,14,Rivera Brens Prisilla (C),OH,1,0,7,8,12.5,DOM,RECEPTION,4,25,11875,1.0
3,16,Peña Isabel Yonkaira Paola ,OH,1,0,2,3,33.33,DOM,RECEPTION,4,25,11875,1.0
4,1,Vargas Valdez Annerys Victoria ,MB,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
6,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
7,7,Marte Frica Niverka Dharlenis ,S,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
8,11,Rodriguez Marifranchi ,MB,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,RECEPTION,4,25,11875,1.0
0,10,Braga Guimaraes Gabriela ,OH,12,0,10,22,54.55,BRA,RECEPTION,0,0,11877,
1,7,Montibeller Rosamaria ,OH,5,0,12,17,29.41,BRA,RECEPTION,0,0,11877,
2,18,Brait Camila ,L,4,1,14,19,15.79,BRA,RECEPTION,0,0,11877,
3,17,Menezes Oliveira de Souza Ana Cristina ,OH,2,3,2,7,-14.29,BRA,RECEPTION,0,0,11877,
4,2,De Oliveira Saad Gattaz Caroline ,MB,0,0,0,0,,BRA,RECEPTION,0,0,11877,
5,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,0,0,11877,
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,0,0,11877,
7,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,0,0,11877,
8,9,Ratzke Roberta Silva ,S,0,0,1,1,0.0,BRA,RECEPTION,0,0,11877,
9,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,0,0,11877,
10,15,Da Silva Ana Carolina ,MB,0,1,0,1,-100.0,BRA,RECEPTION,0,0,11877,
11,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,0,0,11877,
12,20,Correa Ana Beatriz ,MB,0,0,1,1,0.0,BRA,RECEPTION,0,0,11877,
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,0,0,11877,
0,10,Braga Guimaraes Gabriela ,OH,4,0,3,7,57.14,BRA,RECEPTION,1,19,11877,0.0
1,7,Montibeller Rosamaria ,OH,2,0,2,4,50.0,BRA,RECEPTION,1,19,11877,0.0
2,17,Menezes Oliveira de Souza Ana Cristina ,OH,2,3,2,7,-14.29,BRA,RECEPTION,1,19,11877,0.0
3,18,Brait Camila ,L,1,0,4,5,20.0,BRA,RECEPTION,1,19,11877,0.0
4,2,De Oliveira Saad Gattaz Caroline ,MB,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
5,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
7,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
9,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
10,15,Da Silva Ana Carolina ,MB,0,1,0,1,-100.0,BRA,RECEPTION,1,19,11877,0.0
11,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
12,20,Correa Ana Beatriz ,MB,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,1,19,11877,0.0
0,10,Braga Guimaraes Gabriela ,OH,3,0,1,4,75.0,BRA,RECEPTION,2,25,11877,1.0
1,7,Montibeller Rosamaria ,OH,1,0,2,3,33.33,BRA,RECEPTION,2,25,11877,1.0
2,18,Brait Camila ,L,1,0,3,4,25.0,BRA,RECEPTION,2,25,11877,1.0
3,2,De Oliveira Saad Gattaz Caroline ,MB,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
4,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
6,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
7,9,Ratzke Roberta Silva ,S,0,0,1,1,0.0,BRA,RECEPTION,2,25,11877,1.0
8,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
9,15,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
10,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
11,17,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
12,20,Correa Ana Beatriz ,MB,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,2,25,11877,1.0
0,10,Braga Guimaraes Gabriela ,OH,3,0,3,6,50.0,BRA,RECEPTION,3,25,11877,1.0
1,7,Montibeller Rosamaria ,OH,1,0,6,7,14.29,BRA,RECEPTION,3,25,11877,1.0
2,2,De Oliveira Saad Gattaz Caroline ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
3,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
4,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
5,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
7,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
8,15,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
9,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
10,17,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
11,18,Brait Camila ,L,0,1,4,5,-20.0,BRA,RECEPTION,3,25,11877,1.0
12,20,Correa Ana Beatriz ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,3,25,11877,1.0
0,10,Braga Guimaraes Gabriela ,OH,2,0,3,5,40.0,BRA,RECEPTION,4,25,11877,1.0
1,18,Brait Camila ,L,2,0,3,5,40.0,BRA,RECEPTION,4,25,11877,1.0
2,7,Montibeller Rosamaria ,OH,1,0,2,3,33.33,BRA,RECEPTION,4,25,11877,1.0
3,2,De Oliveira Saad Gattaz Caroline ,MB,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
4,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
6,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
7,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
8,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
9,15,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
10,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
11,17,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
12,20,Correa Ana Beatriz ,MB,0,0,1,1,0.0,BRA,RECEPTION,4,25,11877,1.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,4,25,11877,1.0
0,23,De Bortoli Chiara ,L,6,1,18,25,20.0,ITA,RECEPTION,0,0,11877,
1,29,D'Odorico Sofia ,OH,5,1,18,24,16.67,ITA,RECEPTION,0,0,11877,
